celebrity_name,season,season_rule,placement,results,cumulative_total_score,overall_avg_score,week1_total_score,week1_avg_score,week2_total_score,week2_avg_score,week3_total_score,week3_avg_score,week4_total_score,week4_avg_score,week5_total_score,week5_avg_score,week6_total_score,week6_avg_score,week7_total_score,week7_avg_score,week8_total_score,week8_avg_score,week9_total_score,week9_avg_score,week10_total_score,week10_avg_score,week11_total_score,week11_avg_score
Bill Nye,17,Percentage,11,Eliminated Week 3,47.0,1.4242424242424243,14.0,4.666666666666667,17.0,5.666666666666667,16.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Dee Williams,18,Percentage,10,Withdrew,30.0,1.0,15.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Danica McKellar,18,Percentage,6,Eliminated Week 8,265.0,7.025,24.0,8.0,24.0,8.0,36.0,9.0,32.0,8.0,39.0,9.75,36.0,9.0,36.0,9.0,38.0,9.5,0.0,0.0,0.0,0.0,0.0,
James Maslow,18,Percentage,4,Eliminated Week 10,330.0,8.875000000000002,21.0,7.0,25.0,8.333333333333334,36.0,9.0,35.0,8.75,40.0,10.0,35.0,8.75,35.0,8.75,36.0,9.0,38.0,9.5,29.0,9.666666666666666,0.0,
Candace Cameron Bure,18,Percentage,3,3rd Place,307.9998,8.299993333333335,25.0,8.333333333333334,21.0,7.0,32.0,8.0,28.0,7.0,35.0,8.75,32.0,8.0,37.0,9.25,36.0,9.0,36.0,9.0,25.9998,8.6666,0.0,
Sean Avery,18,Percentage,11,Eliminated Week 2,41.0,1.3666666666666667,20.0,6.666666666666667,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Diana Nyad,18,Percentage,12,Eliminated Week 2,18.0,0.6,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Charlie White,18,Percentage,5,Eliminated Week 9,307.5,8.120833333333334,27.0,9.0,25.0,8.333333333333334,36.0,9.0,33.0,8.25,37.0,9.25,36.0,9.0,35.5,8.875,40.0,10.0,38.0,9.5,0.0,0.0,0.0,
Amy Purdy,18,Percentage,2,2nd Place,339.1666,9.126386666666667,24.0,8.0,24.0,8.0,36.0,9.0,34.0,8.5,37.0,9.25,38.0,9.5,37.5,9.375,40.0,10.0,39.0,9.75,29.666600000000003,9.888866666666667,0.0,
Meryl Davis,18,Percentage,1,1st Place,348.0,9.358333333333334,24.0,8.0,25.0,8.333333333333334,39.0,9.75,39.0,9.75,36.0,9.0,40.0,10.0,39.0,9.75,36.0,9.0,40.0,10.0,30.0,10.0,0.0,
Drew Carey,18,Percentage,8,Eliminated Week 6,165.0,4.475,21.0,7.0,21.0,7.0,30.0,7.5,33.0,8.25,28.0,7.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Cody Simpson,18,Percentage,9,Eliminated Week 5,144.0,3.9666666666666663,22.0,7.333333333333333,22.0,7.333333333333333,35.0,8.75,31.0,7.75,34.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NeNe Leakes,18,Percentage,7,Eliminated Week 7,207.0,5.525,21.0,7.0,21.0,7.0,31.0,7.75,32.0,8.0,36.0,9.0,33.0,8.25,33.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Antonio Sabato Jr.,19,Percentage,8,Eliminated Week 7,199.5,4.534090909090909,25.0,6.25,31.0,7.75,29.0,7.25,29.0,7.25,28.0,7.0,28.0,7.0,29.5,7.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Bennett,19,Percentage,9,Eliminated Week 6,172.0,3.909090909090909,30.0,7.5,30.0,7.5,32.0,8.0,24.0,6.0,24.0,6.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lea Thompson,19,Percentage,6,Eliminated Week 9,305.0,6.931818181818182,32.0,8.0,35.0,8.75,31.0,7.75,39.0,9.75,34.0,8.5,32.0,8.0,35.0,8.75,32.0,8.0,35.0,8.75,0.0,0.0,0.0,0.0
Janel Parrish,19,Percentage,3,3rd Place,397.9998,9.04545,29.0,7.25,34.0,8.5,40.0,10.0,36.0,9.0,33.0,8.25,33.0,8.25,33.5,8.375,43.0,10.75,38.5,9.625,39.0,9.75,38.99980000000001,9.749950000000002
Alfonso Ribeiro,19,Percentage,1,1st Place,404.0,9.181818181818182,36.0,9.0,32.0,8.0,32.0,8.0,40.0,10.0,34.0,8.5,39.0,9.75,34.0,8.5,41.0,10.25,38.5,9.625,37.5,9.375,40.0,10.0
Lolo Jones,19,Percentage,13,Eliminated Week 1,22.0,0.5,22.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Randy Couture,19,Percentage,11,Eliminated Week 3,85.0,1.9318181818181819,31.0,7.75,28.0,7.0,26.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Chong,19,Percentage,5,Eliminated Week 10,286.5,6.511363636363637,27.0,6.75,28.0,7.0,34.0,8.5,28.0,7.0,23.0,5.75,28.0,7.0,30.0,7.5,29.0,7.25,28.5,7.125,31.0,7.75,0.0,0.0
Betsey Johnson,19,Percentage,10,Eliminated Week 4,106.0,2.409090909090909,20.0,5.0,28.0,7.0,29.0,7.25,29.0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Waltrip,19,Percentage,7,Eliminated Week 8,205.0,4.659090909090909,25.0,6.25,24.0,6.0,28.0,7.0,25.0,6.25,20.0,5.0,30.0,7.5,28.0,7.0,25.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0
Tavis Smiley,19,Percentage,12,Eliminated Week 2,57.0,1.2954545454545454,29.0,7.25,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bethany Mota,19,Percentage,4,Eliminated Week 11,396.5,9.011363636363637,32.0,8.0,33.0,8.25,40.0,10.0,33.0,8.25,32.0,8.0,36.0,9.0,37.5,9.375,40.0,10.0,37.0,9.25,38.0,9.5,38.0,9.5
Sadie Robertson,19,Percentage,2,2nd Place,386.83320000000003,8.791663636363637,34.0,8.5,31.0,7.75,32.0,8.0,37.0,9.25,36.0,9.0,35.0,8.75,31.0,7.75,38.0,9.5,36.5,9.125,37.0,9.25,39.333200000000005,9.833300000000001
Suzanne Somers,20,Percentage,9,Eliminated Week 5,134.0,3.35,25.0,6.25,28.0,7.0,25.0,6.25,28.0,7.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Willow Shields,20,Percentage,7,Eliminated Week 7,237.5,5.9375,25.0,6.25,32.0,8.0,32.0,8.0,39.0,9.75,34.0,8.5,36.5,9.125,39.0,9.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Riker Lynch,20,Percentage,2,2nd Place,363.0,9.075,31.0,7.75,32.0,8.0,34.0,8.5,34.0,8.5,38.0,9.5,38.0,9.5,37.0,9.25,39.0,9.75,40.0,10.0,40.0,10.0,0.0,
Rumer Willis,20,Percentage,1,1st Place,362.5,9.0625,32.0,8.0,32.0,8.0,33.0,8.25,35.0,8.75,39.0,9.75,35.5,8.875,37.0,9.25,40.0,10.0,39.0,9.75,40.0,10.0,0.0,
Nastia Liukin,20,Percentage,4,Eliminated Week 9,327.5,8.1875,30.0,7.5,34.0,8.5,34.0,8.5,36.0,9.0,38.0,9.5,36.5,9.125,41.0,10.25,38.0,9.5,40.0,10.0,0.0,0.0,0.0,
Michael Sam,20,Percentage,10,Eliminated Week 4,108.0,2.7,26.0,6.5,28.0,7.0,24.0,6.0,30.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Robert Herjavec,20,Percentage,6,Eliminated Week 8,238.5,5.9625,28.0,7.0,28.0,7.0,29.0,7.25,34.0,8.5,24.0,6.0,33.5,8.375,31.0,7.75,31.0,7.75,0.0,0.0,0.0,0.0,0.0,
Charlotte McKinney,20,Percentage,11,Eliminated Week 3,70.0,1.75,22.0,5.5,26.0,6.5,22.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Noah Galloway,20,Percentage,3,3rd Place,320.5,8.0125,26.0,6.5,27.0,6.75,30.0,7.5,32.0,8.0,28.0,7.0,34.0,8.5,38.0,9.5,31.5,7.875,38.0,9.5,36.0,9.0,0.0,
Redfoo,20,Percentage,12,Eliminated Week 2,53.0,1.325,22.0,5.5,31.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Patti LaBelle,20,Percentage,8,Eliminated Week 6,166.0,4.15,25.0,6.25,28.0,7.0,22.0,5.5,30.0,7.5,27.0,6.75,34.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Chris Soules,20,Percentage,5,Eliminated Week 8,227.0,5.675,26.0,6.5,21.0,5.25,28.0,7.0,27.0,6.75,27.0,6.75,35.0,8.75,31.0,7.75,32.0,8.0,0.0,0.0,0.0,0.0,0.0,
Gary Busey,21,Percentage,10,Eliminated Week 4,72.5,2.0075757575757573,15.0,5.0,16.5,5.5,25.0,6.25,16.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexa PenaVega,21,Percentage,6,Eliminated Week 9,256.4998,6.969690909090909,22.0,7.333333333333333,23.0,7.666666666666667,36.0,9.0,21.0,7.0,40.0,10.0,30.0,7.5,27.5,9.166666666666666,26.9998,8.999933333333333,30.0,10.0,0.0,0.0,0.0,0.0
Carlos PenaVega,21,Percentage,4,Eliminated Week 11,323.9998,8.999993939393939,23.0,7.666666666666667,22.5,7.5,31.0,7.75,25.0,8.333333333333334,39.0,9.75,38.0,9.5,28.0,9.333333333333334,28.9998,9.6666,27.0,9.0,31.5,10.5,30.0,10.0
Victor Espinoza,21,Percentage,12,Eliminated Week 2,33.5,1.0151515151515154,15.0,5.0,18.5,6.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alek Skarlatos,21,Percentage,3,3rd Place,293.9999,8.212118181818182,22.0,7.333333333333333,22.5,7.5,33.0,8.25,24.0,8.0,29.0,7.25,30.0,7.5,26.5,8.833333333333334,25.0,8.333333333333334,25.5,8.5,28.5,9.5,27.999899999999997,9.3333
Chaka Khan,21,Percentage,13,Eliminated Week 2,28.0,0.8484848484848484,13.0,4.333333333333333,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Grammer,21,Percentage,7,Eliminated Week 8,222.9998,5.962115151515152,21.0,7.0,22.0,7.333333333333333,29.0,7.25,23.0,7.666666666666667,36.0,9.0,40.0,10.0,28.0,9.333333333333334,23.9998,7.999933333333334,0.0,0.0,0.0,0.0,0.0,0.0
Tamar Braxton,21,Percentage,5,Withdrew,256.0,6.984848484848484,23.0,7.666666666666667,24.5,8.166666666666666,33.0,8.25,27.0,9.0,29.0,7.25,40.0,10.0,27.0,9.0,28.0,9.333333333333334,24.5,8.166666666666666,0.0,0.0,0.0,0.0
Nick Carter,21,Percentage,2,2nd Place,328.0,9.106060606060607,24.0,8.0,22.5,7.5,36.0,9.0,27.0,9.0,35.0,8.75,39.0,9.75,27.0,9.0,33.0,11.0,27.5,9.166666666666666,27.0,9.0,30.0,10.0
Hayes Grier,21,Percentage,8,Eliminated Week 7,190.5,5.075757575757576,21.0,7.0,22.5,7.5,30.0,7.5,27.0,9.0,30.0,7.5,32.0,8.0,28.0,9.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bindi Irwin,21,Percentage,1,1st Place,333.5,9.280303030303031,24.0,8.0,24.0,8.0,32.0,8.0,28.0,9.333333333333334,37.0,9.25,40.0,10.0,29.0,9.666666666666666,28.0,9.333333333333334,30.0,10.0,31.5,10.5,30.0,10.0
Kim Zolciak-Biermann,21,Percentage,11,Withdrew,30.5,0.9242424242424243,12.0,4.0,18.5,6.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paula Deen,21,Percentage,9,Eliminated Week 6,121.5,3.151515151515152,15.0,5.0,18.5,6.166666666666667,20.0,5.0,18.0,6.0,26.0,6.5,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mischa Barton,22,Percentage,11,Eliminated Week 3,49.0,1.6333333333333333,16.0,5.333333333333333,15.0,5.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Kim Fields,22,Percentage,8,Eliminated Week 7,171.0,5.2,20.0,6.666666666666667,19.0,6.333333333333333,22.0,7.333333333333333,32.0,8.0,28.0,7.0,24.0,8.0,26.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jodie Sweetin,22,Percentage,6,Eliminated Week 8,206.5,6.366666666666667,20.0,6.666666666666667,21.0,7.0,23.0,7.666666666666667,27.0,6.75,35.0,8.75,25.0,8.333333333333334,25.5,8.5,30.0,10.0,0.0,0.0,0.0,0.0,0.0,
Doug Flutie,22,Percentage,9,Eliminated Week 6,128.0,3.8333333333333335,15.0,5.0,20.0,6.666666666666667,20.0,6.666666666666667,24.0,6.0,28.0,7.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Von Miller,22,Percentage,7,Eliminated Week 7,172.0,5.225,21.0,7.0,20.0,6.666666666666667,20.0,6.666666666666667,32.0,8.0,29.0,7.25,24.0,8.0,26.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Antonio Brown,22,Percentage,5,Eliminated Week 9,228.5,7.1083333333333325,21.0,7.0,19.0,6.333333333333333,20.0,6.666666666666667,35.0,8.75,26.0,6.5,27.0,9.0,26.0,8.666666666666666,27.0,9.0,27.5,9.166666666666666,0.0,0.0,0.0,
Paige VanZant,22,Percentage,2,2nd Place,277.6666,8.69722,21.0,7.0,24.0,8.0,23.0,7.666666666666667,36.0,9.0,31.0,7.75,28.0,9.333333333333334,27.5,9.166666666666666,28.0,9.333333333333334,29.5,9.833333333333334,29.666600000000003,9.888866666666667,0.0,
Geraldo Rivera,22,Percentage,12,Eliminated Week 2,26.0,0.8666666666666666,13.0,4.333333333333333,13.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Nyle DiMarco,22,Percentage,1,1st Place,278.4998,8.69166,23.0,7.666666666666667,20.0,6.666666666666667,25.0,8.333333333333334,34.0,8.5,37.0,9.25,25.0,8.333333333333334,28.0,9.333333333333334,29.0,9.666666666666666,28.5,9.5,28.9998,9.6666,0.0,
Ginger Zee,22,Percentage,3,3rd Place,270.8332,8.461106666666666,23.0,7.666666666666667,21.0,7.0,21.0,7.0,36.0,9.0,32.0,8.0,24.0,8.0,27.5,9.166666666666666,30.0,10.0,28.0,9.333333333333334,28.333199999999998,9.4444,0.0,
Wanya Morris,22,Percentage,4,Eliminated Week 9,247.5,7.708333333333334,23.0,7.666666666666667,24.0,8.0,24.0,8.0,35.0,8.75,30.0,7.5,29.0,9.666666666666666,27.5,9.166666666666666,25.0,8.333333333333334,30.0,10.0,0.0,0.0,0.0,
Marla Maples,22,Percentage,10,Eliminated Week 4,90.0,2.7666666666666666,21.0,7.0,20.0,6.666666666666667,21.0,7.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jake T. Austin,23,Percentage,13,Eliminated Week 2,46.0,1.0454545454545454,22.0,5.5,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maureen McCormick,23,Percentage,8,Eliminated Week 7,188.0,4.636363636363637,22.0,5.5,26.0,6.5,28.0,7.0,24.0,8.0,24.0,8.0,31.0,7.75,33.0,8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marilu Henner,23,Percentage,6,Eliminated Week 9,255.0,6.333333333333334,27.0,6.75,27.0,6.75,28.0,7.0,21.0,7.0,27.0,9.0,34.0,8.5,32.0,8.0,23.0,7.666666666666667,36.0,9.0,0.0,0.0,0.0,0.0
Ryan Lochte,23,Percentage,7,Eliminated Week 8,208.0,5.2727272727272725,24.0,6.0,24.0,6.0,25.0,6.25,22.0,7.333333333333333,24.0,8.0,30.0,7.5,33.0,8.25,26.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
Calvin Johnson Jr.,23,Percentage,3,3rd Place,340.3331,8.530297727272727,26.0,6.5,28.0,7.0,32.0,8.0,23.0,7.666666666666667,24.0,8.0,37.0,9.25,37.0,9.25,30.0,10.0,37.0,9.25,28.0,9.333333333333334,38.3331,9.583275
Laurie Hernandez,23,Percentage,1,1st Place,362.83320000000003,9.140148484848487,31.0,7.75,32.0,8.0,31.0,7.75,30.0,10.0,25.0,8.333333333333334,37.0,9.25,34.5,8.625,33.0,11.0,40.0,10.0,30.0,10.0,39.333200000000005,9.833300000000001
Amber Rose,23,Percentage,9,Eliminated Week 6,149.0,3.75,24.0,6.0,24.0,6.0,25.0,6.25,24.0,8.0,24.0,8.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rick Perry,23,Percentage,12,Eliminated Week 3,65.0,1.4772727272727273,20.0,5.0,22.0,5.5,23.0,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Hinchcliffe,23,Percentage,2,2nd Place,360.4996,9.113625757575758,31.0,7.75,29.0,7.25,29.0,7.25,28.0,9.333333333333334,29.0,9.666666666666666,38.0,9.5,37.0,9.25,34.9998,11.6666,36.0,9.0,29.5,9.833333333333334,38.9998,9.74995
Babyface,23,Percentage,11,Eliminated Week 4,99.0,2.3863636363636362,26.0,6.5,30.0,7.5,25.0,6.25,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vanilla Ice,23,Percentage,10,Eliminated Week 4,97.0,2.378787878787879,25.0,6.25,26.0,6.5,23.0,5.75,23.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jana Kramer,23,Percentage,4,Eliminated Week 11,340.0,8.545454545454545,27.0,6.75,29.0,7.25,26.0,6.5,23.0,7.666666666666667,26.0,8.666666666666666,40.0,10.0,34.5,8.625,30.0,10.0,40.0,10.0,29.0,9.666666666666666,35.5,8.875
Terra Jole,23,Percentage,5,Eliminated Week 10,294.5,7.496212121212122,25.0,6.25,31.0,7.75,30.0,7.5,25.0,8.333333333333334,27.0,9.0,30.0,7.5,34.5,8.625,24.0,8.0,38.0,9.5,30.0,10.0,0.0,0.0
Charo,24,Percentage,11,Eliminated Week 3,70.0,1.75,21.0,5.25,25.0,6.25,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mr. T,24,Percentage,10,Eliminated Week 4,94.0,2.35,20.0,5.0,22.0,5.5,24.0,6.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Heather Morris,24,Percentage,8,Eliminated Week 6,197.0,4.925,28.0,7.0,30.0,7.5,33.0,8.25,35.0,8.75,34.0,8.5,37.0,9.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Nancy Kerrigan,24,Percentage,7,Eliminated Week 7,227.5,5.6875,28.0,7.0,28.0,7.0,33.0,8.25,33.0,8.25,36.0,9.0,33.5,8.375,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Bonner Bolton,24,Percentage,5,Eliminated Week 8,227.5,5.6875,22.0,5.5,28.0,7.0,24.0,6.0,32.0,8.0,30.0,7.5,31.5,7.875,31.0,7.75,29.0,7.25,0.0,0.0,0.0,0.0,0.0,
Simone Biles,24,Percentage,4,Eliminated Week 9,316.5,7.9125,32.0,8.0,29.0,7.25,32.0,8.0,36.0,9.0,38.0,9.5,34.5,8.625,39.0,9.75,36.0,9.0,40.0,10.0,0.0,0.0,0.0,
David Ross,24,Percentage,2,2nd Place,312.8333,7.8208325,28.0,7.0,27.0,6.75,31.0,7.75,31.0,7.75,29.0,7.25,31.0,7.75,32.0,8.0,32.5,8.125,35.0,8.75,36.3333,9.083325,0.0,
Rashad Jennings,24,Percentage,1,1st Place,351.6666,8.791665,31.0,7.75,32.0,8.0,28.0,7.0,39.0,9.75,32.0,8.0,35.0,8.75,39.0,9.75,37.5,9.375,38.5,9.625,39.6666,9.91665,0.0,
Chris Kattan,24,Percentage,12,Eliminated Week 2,39.0,0.975,17.0,4.25,22.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Erika Jayne,24,Percentage,9,Eliminated Week 5,140.0,3.5,24.0,6.0,28.0,7.0,26.0,6.5,30.0,7.5,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Normani,24,Percentage,3,3rd Place,358.83320000000003,8.970830000000001,27.0,6.75,32.0,8.0,34.0,8.5,32.0,8.0,39.0,9.75,36.0,9.0,42.0,10.5,39.5,9.875,38.0,9.5,39.333200000000005,9.833300000000001,0.0,
Nick Viall,24,Percentage,6,Eliminated Week 7,203.5,5.0875,24.0,6.0,25.0,6.25,26.0,6.5,30.0,7.5,34.0,8.5,30.5,7.625,34.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Sasha Pieterse,25,Percentage,10,Eliminated Week 5,107.5,3.583333333333333,18.0,6.0,22.5,7.5,19.0,6.333333333333333,24.0,8.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Frankie Muniz,25,Percentage,3,3rd Place,268.8887,8.380550833333334,19.0,6.333333333333333,24.0,8.0,21.0,7.0,24.0,8.0,29.0,9.666666666666666,31.0,7.75,30.0,10.0,26.5,8.833333333333334,25.5,8.5,38.8887,9.722175,0.0,
Jordan Fisher,25,Percentage,1,1st Place,295.0,9.175,22.0,7.333333333333333,24.0,8.0,25.0,8.333333333333334,29.0,9.666666666666666,30.0,10.0,39.0,9.75,27.0,9.0,30.0,10.0,29.0,9.666666666666666,40.0,10.0,0.0,
Derek Fisher,25,Percentage,11,Eliminated Week 4,81.0,2.7,18.0,6.0,19.0,6.333333333333333,21.0,7.0,23.0,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Nikki Bella,25,Percentage,8,Eliminated Week 7,171.5,5.416666666666667,20.0,6.666666666666667,19.5,6.5,21.0,7.0,24.0,8.0,27.0,9.0,36.0,9.0,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Terrell Owens,25,Percentage,6,Eliminated Week 8,191.5,6.075,15.0,5.0,19.5,6.5,21.0,7.0,24.0,8.0,25.0,8.333333333333334,37.0,9.25,24.5,8.166666666666666,25.5,8.5,0.0,0.0,0.0,0.0,0.0,
Victoria Arlen,25,Percentage,5,Eliminated Week 9,228.5,7.3583333333333325,19.0,6.333333333333333,22.0,7.333333333333333,22.0,7.333333333333333,27.0,9.0,27.0,9.0,31.0,7.75,28.5,9.5,24.0,8.0,28.0,9.333333333333334,0.0,0.0,0.0,
Barbara Corcoran,25,Percentage,13,Eliminated Week 2,31.0,1.0333333333333334,14.0,4.666666666666667,17.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Lindsey Stirling,25,Percentage,2,2nd Place,286.5,8.883333333333335,22.0,7.333333333333333,22.5,7.5,27.0,9.0,26.0,8.666666666666666,28.0,9.333333333333334,40.0,10.0,25.5,8.5,27.0,9.0,28.5,9.5,40.0,10.0,0.0,
Debbie Gibson,25,Percentage,12,Eliminated Week 2,37.5,1.25,17.0,5.666666666666667,20.5,6.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Nick Lachey,25,Percentage,9,Eliminated Week 6,128.0,4.05,18.0,6.0,19.0,6.333333333333333,21.0,7.0,22.0,7.333333333333333,22.0,7.333333333333333,26.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Drew Scott,25,Percentage,4,Eliminated Week 10,252.0,7.8375,16.0,5.333333333333333,20.5,6.833333333333333,23.0,7.666666666666667,24.0,8.0,25.0,8.333333333333334,30.0,7.5,28.5,9.5,23.5,7.833333333333333,24.0,8.0,37.5,9.375,0.0,
Vanessa Lachey,25,Percentage,7,Eliminated Week 7,178.5,5.65,21.0,7.0,23.5,7.833333333333333,23.0,7.666666666666667,24.0,8.0,24.0,8.0,36.0,9.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Jamie Anderson,26,Percentage,10,Eliminated Week 1,19.0,1.5833333333333333,19.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
Johnny Damon,26,Percentage,9,Eliminated Week 1,18.0,1.5,18.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
Kareem Abdul-Jabbar,26,Percentage,8,Eliminated Week 2,46.5,3.260416666666667,17.0,5.666666666666667,29.5,7.375,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
Arike Ogunbowale,26,Percentage,7,Eliminated Week 2,55.0,3.854166666666667,20.0,6.666666666666667,35.0,8.75,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
Jennie Finch Daigle,26,Percentage,6,Eliminated Week 3,81.5,5.53125,21.0,7.0,31.5,7.875,29.0,7.25,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
Chris Mazdzer,26,Percentage,5,Eliminated Week 3,87.0,5.875,21.0,7.0,33.0,8.25,33.0,8.25,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
