celebrity_name,season,week,season_rule,judge_score,estimated_fan_vote_pct,placement
Nancy Grace,13,1,Percentage,16.0,0.08044749220567347,5
Rob Kardashian,13,1,Percentage,16.0,0.08044749234196996,2
Elisabetta Canalis,13,2,Percentage,21.0,0.05037373474049033,11
David Arquette,13,2,Percentage,18.0,0.08382689767236456,6
Ricki Lake,13,2,Percentage,23.0,0.09628438947243456,3
J.R. Martinez,13,2,Percentage,22.0,0.09379289115481257,1
Hope Solo,13,2,Percentage,19.0,0.08631839585153804,4
Chynna Phillips,13,2,Percentage,21.0,0.09130139288995749,9
Kristin Cavallari,13,2,Percentage,22.0,0.09379289089507531,10
Carson Kressley,13,2,Percentage,18.0,0.08382689767236456,8
Chaz Bono,13,2,Percentage,17.0,0.13787972473883509,7
Nancy Grace,13,2,Percentage,21.0,0.09130139340316273,5
Rob Kardashian,13,2,Percentage,21.0,0.09130139150896477,2
David Arquette,13,3,Percentage,24.0,0.0989014893848353,6
Ricki Lake,13,3,Percentage,27.0,0.10505552886034496,3
J.R. Martinez,13,3,Percentage,26.0,0.10300418235133008,1
Hope Solo,13,3,Percentage,24.0,0.0989014893848353,4
Chynna Phillips,13,3,Percentage,26.0,0.10300418185515287,9
Kristin Cavallari,13,3,Percentage,24.0,0.06008921782640289,10
Carson Kressley,13,3,Percentage,23.0,0.09685014236919706,8
Chaz Bono,13,3,Percentage,18.0,0.1425448309325084,7
Nancy Grace,13,3,Percentage,21.0,0.09274744790503048,5
Rob Kardashian,13,3,Percentage,24.0,0.09890148913036254,2
David Arquette,13,4,Percentage,23.0,0.11357511859723272,6
Ricki Lake,13,4,Percentage,29.0,0.12922868903688248,3
J.R. Martinez,13,4,Percentage,26.0,0.1214020259051668,1
Hope Solo,13,4,Percentage,24.0,0.11618394320564339,4
Chynna Phillips,13,4,Percentage,21.0,0.08096345541065596,9
Carson Kressley,13,4,Percentage,20.0,0.10574831943635671,8
Chaz Bono,13,4,Percentage,21.0,0.10835714416263652,7
Nancy Grace,13,4,Percentage,21.0,0.10835714416263652,5
Rob Kardashian,13,4,Percentage,24.0,0.11618416008278883,2
David Arquette,13,5,Percentage,25.0,0.1271877430347575,6
Ricki Lake,13,5,Percentage,24.0,0.126373792231487,3
J.R. Martinez,13,5,Percentage,28.0,0.12962998560620523,1
Hope Solo,13,5,Percentage,24.0,0.1263737922382623,4
Carson Kressley,13,5,Percentage,19.0,0.11456982588137811,8
Chaz Bono,13,5,Percentage,21.0,0.12393153266371941,7
Nancy Grace,13,5,Percentage,22.0,0.12474558525843384,5
Rob Kardashian,13,5,Percentage,25.0,0.12718774308575664,2
David Arquette,13,6,Percentage,23.0,0.14371299480500851,6
Ricki Lake,13,6,Percentage,29.0,0.15169912959281096,3
J.R. Martinez,13,6,Percentage,29.0,0.15169912959281096,1
Hope Solo,13,6,Percentage,20.0,0.13971960923541618,4
Chaz Bono,13,6,Percentage,19.0,0.12574366364752412,7
Nancy Grace,13,6,Percentage,24.0,0.14504364981675236,5
Rob Kardashian,13,6,Percentage,22.0,0.1423818233096769,2
David Arquette,13,7,Percentage,23.5,0.1350750426507203,6
Ricki Lake,13,7,Percentage,26.5,0.17859030561004044,3
J.R. Martinez,13,7,Percentage,24.0,0.17121488287201433,1
Hope Solo,13,7,Percentage,25.0,0.17416512462910155,4
Nancy Grace,13,7,Percentage,22.0,0.1653145545650265,5
Rob Kardashian,13,7,Percentage,25.5,0.17564008967309686,2
Ricki Lake,13,8,Percentage,26.0,0.2000007711610509,3
J.R. Martinez,13,8,Percentage,30.0,0.19999962791054127,1
Hope Solo,13,8,Percentage,26.0,0.2000007711610509,4
Nancy Grace,13,8,Percentage,22.0,0.1999998742814376,5
Rob Kardashian,13,8,Percentage,25.5,0.1999989554859194,2
Ricki Lake,13,9,Percentage,33.4999,0.2500012679000694,3
J.R. Martinez,13,9,Percentage,28.0,0.2500002278859351,1
Hope Solo,13,9,Percentage,24.4998,0.25000029453452827,4
Rob Kardashian,13,9,Percentage,32.4998,0.24999820967946712,2
Ricki Lake,13,10,Percentage,27.9999,0.3313613318879616,3
J.R. Martinez,13,10,Percentage,28.1665,0.33333293885414844,1
Rob Kardashian,13,10,Percentage,28.3332,0.33530572925789,2
William Levy,14,1,Percentage,24.0,0.08888796296297209,3
Jack Wagner,14,1,Percentage,23.0,0.08518487654320381,11
Sherri Sheperd,14,1,Percentage,23.0,0.08518487654320381,10
Jaleel White,14,1,Percentage,26.0,0.0962941358024765,7
Roshon Fegan,14,1,Percentage,23.0,0.08518487654322013,6
Melissa Gilbert,14,1,Percentage,20.0,0.07407561728393974,5
Martina Navratilova,14,1,Percentage,20.0,0.07407561728393974,12
Donald Driver,14,1,Percentage,21.0,0.07777870370369987,1
Gavin DeGraw,14,1,Percentage,20.0,0.07407561728393974,9
Gladys Knight,14,1,Percentage,23.0,0.08518487654322013,8
Katherine Jenkins,14,1,Percentage,26.0,0.0962941358024765,2
Maria Menounos,14,1,Percentage,21.0,0.07777870370370803,4
William Levy,14,2,Percentage,25.0,0.08727206074839526,3
Jack Wagner,14,2,Percentage,21.0,0.08248565694078781,11
Sherri Sheperd,14,2,Percentage,23.0,0.08487885886809234,10
Jaleel White,14,2,Percentage,22.0,0.08368239602871017,7
Roshon Fegan,14,2,Percentage,26.0,0.08846892435108368,6
Melissa Gilbert,14,2,Percentage,20.0,0.08128919411334692,5
Martina Navratilova,14,2,Percentage,17.0,0.06752766147571758,12
Donald Driver,14,2,Percentage,24.0,0.08607587420938732,1
Gavin DeGraw,14,2,Percentage,21.0,0.08248565690381315,9
Gladys Knight,14,2,Percentage,19.0,0.08009273133156722,8
Katherine Jenkins,14,2,Percentage,26.0,0.08846892434685875,2
Maria Menounos,14,2,Percentage,25.0,0.08727206068223985,4
William Levy,14,3,Percentage,28.0,0.09696972652377725,3
Jack Wagner,14,3,Percentage,24.0,0.07030297120184154,11
Sherri Sheperd,14,3,Percentage,24.0,0.09030298777836836,10
Jaleel White,14,3,Percentage,25.0,0.09196968901678612,7
Roshon Fegan,14,3,Percentage,25.0,0.09196968889206954,6
Melissa Gilbert,14,3,Percentage,24.0,0.09030305427813587,5
Donald Driver,14,3,Percentage,26.0,0.09363632384278545,1
Gavin DeGraw,14,3,Percentage,24.0,0.09030305420059272,9
Gladys Knight,14,3,Percentage,24.0,0.09030305415524047,8
Katherine Jenkins,14,3,Percentage,29.0,0.09863635823417917,2
Maria Menounos,14,3,Percentage,27.0,0.09530309187622345,4
William Levy,14,4,Percentage,22.0,0.09936079103129106,3
Sherri Sheperd,14,4,Percentage,21.0,0.0699547150048687,10
Jaleel White,14,4,Percentage,22.0,0.09936071833724487,7
Roshon Fegan,14,4,Percentage,26.0,0.10958888737938279,6
Melissa Gilbert,14,4,Percentage,22.0,0.09936071833580697,5
Donald Driver,14,4,Percentage,27.0,0.1121459042032528,1
Gavin DeGraw,14,4,Percentage,23.0,0.10191779664989578,9
Gladys Knight,14,4,Percentage,20.0,0.09424656138324543,8
Katherine Jenkins,14,4,Percentage,24.0,0.10447487512615597,2
Maria Menounos,14,4,Percentage,26.0,0.10958903254885571,4
William Levy,14,5,Percentage,29.0,0.11608533277702923,3
Jaleel White,14,5,Percentage,24.0,0.11127151326739357,7
Roshon Fegan,14,5,Percentage,26.0,0.1131968747660242,6
Melissa Gilbert,14,5,Percentage,21.0,0.10838327271160383,5
Donald Driver,14,5,Percentage,27.0,0.11416001771193021,1
Gavin DeGraw,14,5,Percentage,19.0,0.09731175059119869,9
Gladys Knight,14,5,Percentage,22.0,0.10934615168579002,8
Katherine Jenkins,14,5,Percentage,29.0,0.11608520081858022,2
Maria Menounos,14,5,Percentage,27.0,0.11415988567045009,4
William Levy,14,6,Percentage,36.0,0.1265334016361901,3
Jaleel White,14,6,Percentage,36.9998,0.12682538541648394,7
Roshon Fegan,14,6,Percentage,27.9998,0.12419680096775391,6
Melissa Gilbert,14,6,Percentage,30.0,0.12478092090341092,5
Donald Driver,14,6,Percentage,33.9999,0.12594918869059762,1
Gladys Knight,14,6,Percentage,24.0,0.11952375227441965,8
Katherine Jenkins,14,6,Percentage,38.9999,0.12740953632814098,2
Maria Menounos,14,6,Percentage,29.9999,0.1247810137830029,4
William Levy,14,7,Percentage,26.5,0.1489139163794126,3
Jaleel White,14,7,Percentage,25.5,0.10939143920181751,7
Roshon Fegan,14,7,Percentage,26.0,0.14747643009877745,6
Melissa Gilbert,14,7,Percentage,23.5,0.14029079786195764,5
Donald Driver,14,7,Percentage,26.5,0.1489139163794126,1
Katherine Jenkins,14,7,Percentage,27.0,0.15035100292419148,2
Maria Menounos,14,7,Percentage,28.5,0.1546624971544308,4
William Levy,14,8,Percentage,28.5,0.17766303192322203,3
Roshon Fegan,14,8,Percentage,28.0,0.13316610145570545,6
Melissa Gilbert,14,8,Percentage,25.5,0.16845679348224624,5
Donald Driver,14,8,Percentage,27.5,0.17459428831884355,1
Katherine Jenkins,14,8,Percentage,27.5,0.17459428831885107,2
Maria Menounos,14,8,Percentage,26.5,0.1715254965011316,4
William Levy,14,9,Percentage,29.0,0.2598195662515138,3
Donald Driver,14,9,Percentage,28.5,0.25857264658264467,1
Katherine Jenkins,14,9,Percentage,28.0,0.2573256727831472,2
Maria Menounos,14,9,Percentage,29.5,0.2242821143826944,4
William Levy,14,10,Percentage,29.666600000000003,0.33208930162582334,3
Donald Driver,14,10,Percentage,29.666600000000003,0.33208930162582334,1
Katherine Jenkins,14,10,Percentage,30.0,0.3358213967483534,2
Gilles Marini,15,1,Percentage,24.0,0.0810383038009258,6
Sabrina Bryan,15,1,Percentage,22.5,0.07921450735906672,8
Kirstie Alley,15,1,Percentage,19.0,0.07495926732332386,7
Kelly Monaco,15,1,Percentage,21.5,0.0779987000650116,3
Apolo Anton Ohno,15,1,Percentage,22.0,0.07860668921645073,5
Emmitt Smith,15,1,Percentage,24.5,0.081646429658371,4
Shawn Johnson,15,1,Percentage,22.0,0.07860668921645073,2
Pamela Anderson,15,1,Percentage,17.0,0.06219252114389685,13
Helio Castroneves,15,1,Percentage,21.5,0.07799818704097103,10
Joey Fatone,15,1,Percentage,20.5,0.07678255077272632,12
Drew Lachey,15,1,Percentage,21.5,0.07799870004860669,11
Bristol Palin,15,1,Percentage,19.5,0.07556640141545419,9
Melissa Rycroft,15,1,Percentage,21.0,0.07739105293874456,1
Gilles Marini,15,2,Percentage,25.5,0.08607319327739191,6
Sabrina Bryan,15,2,Percentage,26.0,0.08680914345826499,8
Kirstie Alley,15,2,Percentage,21.0,0.07944963805981638,7
Kelly Monaco,15,2,Percentage,22.0,0.0809215391075668,3
Apolo Anton Ohno,15,2,Percentage,24.5,0.08460129184517252,5
Emmitt Smith,15,2,Percentage,22.5,0.08165748983616497,4
Shawn Johnson,15,2,Percentage,25.0,0.08533724226595611,2
Helio Castroneves,15,2,Percentage,23.0,0.08239344038458218,10
Joey Fatone,15,2,Percentage,22.5,0.054014851160233024,12
Drew Lachey,15,2,Percentage,22.5,0.0816574890370292,11
Bristol Palin,15,2,Percentage,18.0,0.11395529073423487,9
Melissa Rycroft,15,2,Percentage,23.5,0.08312939083358714,1
Gilles Marini,15,3,Percentage,25.5,0.09528733023937072,6
Sabrina Bryan,15,3,Percentage,25.5,0.09528733023937072,8
Kirstie Alley,15,3,Percentage,24.0,0.09055027162853518,7
Kelly Monaco,15,3,Percentage,27.0,0.10002434443268021,3
Apolo Anton Ohno,15,3,Percentage,25.5,0.09528733023382352,5
Emmitt Smith,15,3,Percentage,25.0,0.0937083921473002,4
Shawn Johnson,15,3,Percentage,26.5,0.0984453285386324,2
Helio Castroneves,15,3,Percentage,25.5,0.05502172127543057,10
Drew Lachey,15,3,Percentage,24.0,0.09055039380735457,11
Bristol Palin,15,3,Percentage,22.5,0.08581309084599277,9
Melissa Rycroft,15,3,Percentage,27.0,0.10002446661150914,1
Gilles Marini,15,4,Percentage,39.5,0.12151601412849387,6
Sabrina Bryan,15,4,Percentage,35.5,0.11402465134238621,8
Kirstie Alley,15,4,Percentage,30.0,0.10372396963392026,7
Kelly Monaco,15,4,Percentage,37.5,0.11777024603038752,3
Apolo Anton Ohno,15,4,Percentage,34.5,0.11215160012452101,5
Emmitt Smith,15,4,Percentage,36.0,0.11496092319126523,4
Shawn Johnson,15,4,Percentage,39.5,0.12151601410551738,2
Bristol Palin,15,4,Percentage,32.0,0.07750311462164541,9
Melissa Rycroft,15,4,Percentage,37.0,0.11683346682186307,1
Gilles Marini,15,5,Percentage,28.25,0.12710858408324208,6
Sabrina Bryan,15,5,Percentage,29.25,0.13160689679415943,8
Kirstie Alley,15,5,Percentage,26.25,0.11811195866140972,7
Kelly Monaco,15,5,Percentage,25.75,0.11586280230595024,3
Apolo Anton Ohno,15,5,Percentage,28.25,0.12710858408324208,5
Emmitt Smith,15,5,Percentage,28.0,0.12598400590551234,4
Shawn Johnson,15,5,Percentage,28.25,0.12710858408324208,2
Melissa Rycroft,15,5,Percentage,28.25,0.12710858408324208,1
Gilles Marini,15,6,Percentage,27.5,0.12847153877844986,6
Sabrina Bryan,15,6,Percentage,30.0,0.08989886478277123,8
Kirstie Alley,15,6,Percentage,27.5,0.12847153877844986,7
Kelly Monaco,15,6,Percentage,27.0,0.12692874545895946,3
Apolo Anton Ohno,15,6,Percentage,30.0,0.13618607266373067,5
Emmitt Smith,15,6,Percentage,26.5,0.12538570862149964,4
Shawn Johnson,15,6,Percentage,28.0,0.13001441311174308,2
Melissa Rycroft,15,6,Percentage,29.5,0.13464311780439622,1
Gilles Marini,15,7,Percentage,33.4998,0.1428571840303418,6
Kirstie Alley,15,7,Percentage,27.9999,0.14285719987335407,7
Kelly Monaco,15,7,Percentage,36.0,0.14285704438351787,3
Apolo Anton Ohno,15,7,Percentage,33.0,0.14285732395414572,5
Emmitt Smith,15,7,Percentage,34.4999,0.1428568449023839,4
Shawn Johnson,15,7,Percentage,37.9998,0.1428573499423666,2
Melissa Rycroft,15,7,Percentage,38.9999,0.1428570529138901,1
Gilles Marini,15,8,Percentage,29.2777,0.10075472318128975,6
Kirstie Alley,15,8,Percentage,25.5,0.13971177778111077,7
Kelly Monaco,15,8,Percentage,28.3333,0.14987434337249578,3
Apolo Anton Ohno,15,8,Percentage,29.2777,0.15326165413762502,5
Emmitt Smith,15,8,Percentage,29.0554,0.15246426778052213,4
Shawn Johnson,15,8,Percentage,27.8333,0.1480808566752045,2
Melissa Rycroft,15,8,Percentage,30.0,0.15585237707175212,1
Kelly Monaco,15,9,Percentage,27.111,0.20438705297332163,3
Apolo Anton Ohno,15,9,Percentage,28.611,0.1726866412350373,5
Emmitt Smith,15,9,Percentage,27.0,0.20411230562599741,4
Shawn Johnson,15,9,Percentage,29.5,0.21030101971472012,2
Melissa Rycroft,15,9,Percentage,28.7777,0.20851298045092365,1
Kelly Monaco,15,10,Percentage,29.1109,0.3331212530739241,3
Shawn Johnson,15,10,Percentage,28.9443,0.3312148193751337,2
Melissa Rycroft,15,10,Percentage,29.3331,0.3356639275509422,1
Ingo Rademacher,16,1,Percentage,20.0,0.08333228739961028,5
Zendaya,16,1,Percentage,24.0,0.08333339152060631,2
Dorothy Hamill,16,1,Percentage,21.0,0.08333284527693063,12
Victor Ortiz,16,1,Percentage,18.0,0.08333436758323015,8
Alexandra Raisman,16,1,Percentage,21.0,0.08333284527693063,4
Jacoby Jones,16,1,Percentage,20.0,0.08333292637419486,3
D. L. Hughley,16,1,Percentage,12.0,0.08333421732297608,9
Andy Dick,16,1,Percentage,17.0,0.08333380991904267,7
Wynonna Judd,16,1,Percentage,18.0,0.08333308920792847,11
Kellie Pickler,16,1,Percentage,21.0,0.08333412301302714,1
Lisa Vanderpump,16,1,Percentage,18.0,0.08333308920792847,10
Sean Lowe,16,1,Percentage,19.0,0.08333300789759439,6
Ingo Rademacher,16,2,Percentage,20.0,0.0833323345024682,5
Zendaya,16,2,Percentage,26.0,0.08333162303793806,2
Dorothy Hamill,16,2,Percentage,15.0,0.08333161774469147,12
Victor Ortiz,16,2,Percentage,18.0,0.08333308774062503,8
Alexandra Raisman,16,2,Percentage,24.0,0.08333472758934232,4
Jacoby Jones,16,2,Percentage,23.0,0.08333250478851413,3
D. L. Hughley,16,2,Percentage,16.0,0.0833338401122688,9
Andy Dick,16,2,Percentage,20.0,0.0833349339223691,7
Wynonna Judd,16,2,Percentage,18.0,0.08333438701732464,11
Kellie Pickler,16,2,Percentage,26.0,0.08333292274789501,1
Lisa Vanderpump,16,2,Percentage,18.0,0.08333308730737418,10
Sean Lowe,16,2,Percentage,20.0,0.08333493348918923,6
Ingo Rademacher,16,3,Percentage,21.0,0.0914983443222686,5
Zendaya,16,3,Percentage,25.9998,0.10075990704627065,2
Victor Ortiz,16,3,Percentage,23.0,0.09520288307410715,8
Alexandra Raisman,16,3,Percentage,23.0,0.09520288307410715,4
Jacoby Jones,16,3,Percentage,25.9998,0.10075990643336546,3
D. L. Hughley,16,3,Percentage,16.0,0.08223714054091297,9
Andy Dick,16,3,Percentage,18.0,0.08594138819772153,7
Wynonna Judd,16,3,Percentage,15.0,0.06649240820507864,11
Kellie Pickler,16,3,Percentage,25.0,0.09890786389071396,1
Lisa Vanderpump,16,3,Percentage,21.0,0.09149863791447391,10
Sean Lowe,16,3,Percentage,21.0,0.09149863730097993,6
Ingo Rademacher,16,4,Percentage,23.0,0.10333395085366726,5
Zendaya,16,4,Percentage,26.0,0.10999961784715448,2
Victor Ortiz,16,4,Percentage,18.0,0.09222239436186924,8
Alexandra Raisman,16,4,Percentage,27.0,0.11222194700979309,4
Jacoby Jones,16,4,Percentage,24.0,0.10555531194938123,3
D. L. Hughley,16,4,Percentage,21.0,0.09888911700172054,9
Andy Dick,16,4,Percentage,21.0,0.09888911700172054,7
Kellie Pickler,16,4,Percentage,26.0,0.1099996179997192,1
Lisa Vanderpump,16,4,Percentage,18.0,0.0722222258775734,10
Sean Lowe,16,4,Percentage,20.0,0.09666670009740104,6
Ingo Rademacher,16,5,Percentage,21.0,0.10839483477800504,5
Zendaya,16,5,Percentage,29.0,0.12617261076892317,2
Victor Ortiz,16,5,Percentage,21.0,0.10839510102806821,8
Alexandra Raisman,16,5,Percentage,25.0,0.11728360946203127,4
Jacoby Jones,16,5,Percentage,26.0,0.11950633574216181,3
D. L. Hughley,16,5,Percentage,18.0,0.08172877680119107,9
Andy Dick,16,5,Percentage,18.0,0.10172878627410313,7
Kellie Pickler,16,5,Percentage,27.0,0.12172826308541733,1
Sean Lowe,16,5,Percentage,24.0,0.11506168206009905,6
Ingo Rademacher,16,6,Percentage,23.0,0.125720019398486,5
Zendaya,16,6,Percentage,25.5,0.1283377801580232,2
Victor Ortiz,16,6,Percentage,20.0,0.11210661881384211,8
Alexandra Raisman,16,6,Percentage,26.0,0.1288614851786912,4
Jacoby Jones,16,6,Percentage,22.5,0.12519631437937043,3
Andy Dick,16,6,Percentage,21.5,0.12414915908639076,7
Kellie Pickler,16,6,Percentage,27.0,0.1299086035972178,1
Sean Lowe,16,6,Percentage,23.0,0.12572001938797858,6
Ingo Rademacher,16,7,Percentage,25.0,0.1428561283654624,5
Zendaya,16,7,Percentage,30.0,0.14285883941873978,2
Alexandra Raisman,16,7,Percentage,32.0,0.14285540537284971,4
Jacoby Jones,16,7,Percentage,27.0,0.14285872635196015,3
Andy Dick,16,7,Percentage,17.0,0.14285701626318387,7
Kellie Pickler,16,7,Percentage,29.0,0.14285678450779155,1
Sean Lowe,16,7,Percentage,24.0,0.1428570997200125,6
Ingo Rademacher,16,8,Percentage,24.0,0.16661198959862375,5
Zendaya,16,8,Percentage,29.0,0.1682517944077355,2
Alexandra Raisman,16,8,Percentage,28.0,0.16792381826684155,4
Jacoby Jones,16,8,Percentage,26.0,0.16726791831308535,3
Kellie Pickler,16,8,Percentage,27.5,0.16775984327431684,1
Sean Lowe,16,8,Percentage,21.0,0.16218463613939715,6
Ingo Rademacher,16,9,Percentage,25.5,0.1947488907832335,5
Zendaya,16,9,Percentage,27.5,0.20075305698410295,2
Alexandra Raisman,16,9,Percentage,29.5,0.20156720108953108,4
Jacoby Jones,16,9,Percentage,29.5,0.20156720108953108,3
Kellie Pickler,16,9,Percentage,29.0,0.20136365005360138,1
Zendaya,16,10,Percentage,30.0,0.2592521048308992,2
Alexandra Raisman,16,10,Percentage,29.0,0.2264734334785191,4
Jacoby Jones,16,10,Percentage,27.9999,0.2550223568101695,3
Kellie Pickler,16,10,Percentage,30.0,0.25925210488041234,1
Valerie Harper,17,1,Percentage,21.0,0.0833331037600061,10
Brant Daugherty,17,1,Percentage,22.0,0.0833337453682297,7
Elizabeth Berkley Lauren,17,1,Percentage,24.0,0.08333374260154203,6
Leah Remini,17,1,Percentage,21.0,0.0833331037600061,5
Corbin Bleu,17,1,Percentage,24.0,0.08333374260154203,2
Amber Riley,17,1,Percentage,27.0,0.08333328347812675,1
Keyshawn Johnson,17,1,Percentage,17.0,0.08333310929338789,12
Bill Engvall,17,1,Percentage,18.0,0.08333246491847014,4
Christina Milian,17,1,Percentage,22.0,0.0833337453682297,9
"Nicole ""Snooki"" Polizzi",17,1,Percentage,23.0,0.0833331009933184,8
Jack Osbourne,17,1,Percentage,23.0,0.0833331009933184,3
Bill Nye,17,1,Percentage,14.0,0.08333375686382281,11
Valerie Harper,17,2,Percentage,19.0,0.07615575070860577,10
Brant Daugherty,17,2,Percentage,23.0,0.08803521822078765,7
Elizabeth Berkley Lauren,17,2,Percentage,25.0,0.09397574043331362,6
Leah Remini,17,2,Percentage,24.0,0.09100547933744409,5
Corbin Bleu,17,2,Percentage,26.0,0.09694572912763667,2
Amber Riley,17,2,Percentage,24.0,0.09100653053869927,1
Keyshawn Johnson,17,2,Percentage,18.0,0.04645629317220196,12
Bill Engvall,17,2,Percentage,21.0,0.08209627276090643,4
Christina Milian,17,2,Percentage,25.0,0.09397574043331362,9
"Nicole ""Snooki"" Polizzi",17,2,Percentage,20.0,0.0791254862534214,8
Jack Osbourne,17,2,Percentage,24.0,0.09100600500810525,3
Bill Nye,17,2,Percentage,17.0,0.07021575400556425,11
Valerie Harper,17,3,Percentage,16.0,0.0747723802444667,10
Brant Daugherty,17,3,Percentage,27.0,0.10227290628328661,7
Elizabeth Berkley Lauren,17,3,Percentage,25.0,0.09727304585985888,6
Leah Remini,17,3,Percentage,24.0,0.09477278055191826,5
Corbin Bleu,17,3,Percentage,26.0,0.0997725454222085,2
Amber Riley,17,3,Percentage,24.0,0.09477278055191826,1
Bill Engvall,17,3,Percentage,24.0,0.09477278055191826,4
Christina Milian,17,3,Percentage,26.0,0.0997725454222085,9
"Nicole ""Snooki"" Polizzi",17,3,Percentage,25.0,0.09727304585985888,8
Jack Osbourne,17,3,Percentage,22.0,0.0897728246254367,3
Bill Nye,17,3,Percentage,16.0,0.054772364626920554,11
Valerie Harper,17,4,Percentage,18.0,0.09155665971684934,10
Brant Daugherty,17,4,Percentage,21.0,0.09889861374220159,7
Elizabeth Berkley Lauren,17,4,Percentage,27.0,0.1025699005731458,6
Leah Remini,17,4,Percentage,24.0,0.10073407693010072,5
Corbin Bleu,17,4,Percentage,27.0,0.10256979799075175,2
Amber Riley,17,4,Percentage,27.0,0.10256979799075175,1
Bill Engvall,17,4,Percentage,21.0,0.09889851089575583,4
Christina Milian,17,4,Percentage,24.0,0.10073407691483971,9
"Nicole ""Snooki"" Polizzi",17,4,Percentage,24.0,0.10073428262280146,8
Jack Osbourne,17,4,Percentage,24.0,0.1007342826228021,3
Brant Daugherty,17,5,Percentage,27.0,0.1115914421324502,7
Elizabeth Berkley Lauren,17,5,Percentage,26.0,0.10956713750848097,6
Leah Remini,17,5,Percentage,22.0,0.15845988662802013,5
Corbin Bleu,17,5,Percentage,28.0,0.11361574532295284,2
Amber Riley,17,5,Percentage,26.0,0.10956713660169198,1
Bill Engvall,17,5,Percentage,24.0,0.1055185280255066,4
Christina Milian,17,5,Percentage,28.0,0.06849724042933,9
"Nicole ""Snooki"" Polizzi",17,5,Percentage,27.0,0.11159144114246694,8
Jack Osbourne,17,5,Percentage,27.0,0.11159144220910044,3
Brant Daugherty,17,6,Percentage,31.0,0.125000066043491,7
Elizabeth Berkley Lauren,17,6,Percentage,31.9998,0.12500027425709265,6
Leah Remini,17,6,Percentage,27.9999,0.1249998431740755,5
Corbin Bleu,17,6,Percentage,26.9999,0.12499993746480435,2
Amber Riley,17,6,Percentage,31.9999,0.12499987902071215,1
Bill Engvall,17,6,Percentage,23.9999,0.1250000325976947,4
"Nicole ""Snooki"" Polizzi",17,6,Percentage,30.0,0.12499997259486965,8
Jack Osbourne,17,6,Percentage,26.9998,0.12499999484725997,3
Brant Daugherty,17,7,Percentage,28.5,0.13131073412229624,7
Elizabeth Berkley Lauren,17,7,Percentage,27.0,0.12752426969909994,6
Leah Remini,17,7,Percentage,26.5,0.12626217381756935,5
Corbin Bleu,17,7,Percentage,29.5,0.1338350119968795,2
Amber Riley,17,7,Percentage,29.5,0.13383510043413574,1
Bill Engvall,17,7,Percentage,25.0,0.12247570934145693,4
"Nicole ""Snooki"" Polizzi",17,7,Percentage,27.0,0.09344635495956412,8
Jack Osbourne,17,7,Percentage,28.5,0.13131064562899808,3
Brant Daugherty,17,8,Percentage,27.0,0.10214265669041055,7
Elizabeth Berkley Lauren,17,8,Percentage,25.0,0.14116087056955204,6
Leah Remini,17,8,Percentage,28.0,0.15133927745531037,5
Corbin Bleu,17,8,Percentage,30.0,0.15812510116631792,2
Amber Riley,17,8,Percentage,28.0,0.15133927738335107,1
Bill Engvall,17,8,Percentage,24.0,0.13776771547431949,4
Jack Osbourne,17,8,Percentage,30.0,0.15812510126073856,3
Elizabeth Berkley Lauren,17,9,Percentage,28.0,0.1265049525028464,6
Leah Remini,17,9,Percentage,27.0,0.16531733517460856,5
Corbin Bleu,17,9,Percentage,29.0,0.16923649134153881,2
Amber Riley,17,9,Percentage,25.5,0.1623779693268519,1
Bill Engvall,17,9,Percentage,21.0,0.21124591647954585,4
Jack Osbourne,17,9,Percentage,27.0,0.16531733517460856,3
Leah Remini,17,10,Percentage,32.5,0.16135018049169822,5
Corbin Bleu,17,10,Percentage,37.5,0.2143379215995464,2
Amber Riley,17,10,Percentage,39.5,0.21932500219415751,1
Bill Engvall,17,10,Percentage,30.0,0.19563614862191264,4
Jack Osbourne,17,10,Percentage,35.5,0.20935074709268528,3
Corbin Bleu,17,11,Percentage,29.6664,0.24999939691866394,2
Amber Riley,17,11,Percentage,31.3332,0.2499999739310651,1
Bill Engvall,17,11,Percentage,25.4999,0.2500009684685699,4
Jack Osbourne,17,11,Percentage,27.9999,0.24999966068170118,3
Billy Dee Williams,18,1,Percentage,15.0,0.08333312900688614,10
Danica McKellar,18,1,Percentage,24.0,0.08333248769476279,6
James Maslow,18,1,Percentage,21.0,0.08333249204427762,4
Candace Cameron Bure,18,1,Percentage,25.0,0.08333311457838882,3
Sean Avery,18,1,Percentage,20.0,0.08333312189742205,11
Diana Nyad,18,1,Percentage,18.0,0.08333249639373005,12
Charlie White,18,1,Percentage,27.0,0.08333316845002489,5
Amy Purdy,18,1,Percentage,24.0,0.08333248769476279,2
Meryl Davis,18,1,Percentage,24.0,0.08333437269517453,1
Drew Carey,18,1,Percentage,21.0,0.08333374857155386,8
Cody Simpson,18,1,Percentage,22.0,0.08333563240146263,9
NeNe Leakes,18,1,Percentage,21.0,0.08333374857155386,7
Billy Dee Williams,18,2,Percentage,15.0,0.11257130693417247,10
Danica McKellar,18,2,Percentage,24.0,0.09215216680465856,6
James Maslow,18,2,Percentage,25.0,0.09339240878926075,4
Candace Cameron Bure,18,2,Percentage,21.0,0.0884314421624931,3
Sean Avery,18,2,Percentage,21.0,0.06798112311014752,11
Charlie White,18,2,Percentage,25.0,0.09339240892841019,5
