celebrity_name,season,season_rule,placement,results,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week1_total_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week2_total_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week3_total_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week4_total_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week5_total_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week6_total_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week7_total_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week8_total_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week9_total_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week10_total_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week11_total_score
Kirstie Alley,12,Percentage,2,2nd Place,8.0,7.0,8.0,,23.0,7.0,6.0,7.0,,20.0,7.0,7.0,7.0,,21.0,7.0,7.0,8.0,,22.0,8.0,7.0,8.0,,23.0,8.0,9.0,9.0,,26.0,8.0,7.0,7.0,8.0,30.0,8.5,9.0,9.0,,26.5,9.0,9.0,9.0,,27.0,9.3333,9.3333,9.3333,,27.999899999999997,,,,,0.0
Hines Ward,12,Percentage,1,1st Place,7.0,7.0,7.0,,21.0,8.0,7.0,8.0,,23.0,9.0,8.0,8.0,,25.0,9.0,8.0,8.0,,25.0,9.0,9.0,9.0,,27.0,9.0,9.0,9.0,,27.0,8.0,8.0,8.0,9.0,33.0,9.0,9.0,9.0,,27.0,10.0,10.0,10.0,,30.0,10.0,9.6666,10.0,,29.666600000000003,,,,,0.0
Sugar Ray Leonard,12,Percentage,9,Eliminated Week 4,6.0,5.0,6.0,,17.0,6.0,5.0,6.0,,17.0,7.0,6.0,7.0,,20.0,7.0,7.0,7.0,,21.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Chris Jericho,12,Percentage,7,Eliminated Week 6,7.0,6.0,6.0,,19.0,8.0,7.0,8.0,,23.0,7.0,7.0,7.0,,21.0,8.0,7.0,8.0,,23.0,9.0,8.0,9.0,,26.0,7.0,8.0,7.0,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Petra Nemcova,12,Percentage,8,Eliminated Week 5,6.0,6.0,6.0,,18.0,6.0,6.0,6.0,,18.0,8.0,9.0,8.0,,25.0,8.0,7.0,8.0,,23.0,7.0,7.0,8.0,,22.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Mike Catherwood,12,Percentage,11,Eliminated Week 2,5.0,4.0,4.0,,13.0,6.0,5.0,6.0,,17.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Romeo,12,Percentage,5,Eliminated Week 8,7.0,6.0,6.0,,19.0,7.0,8.0,8.0,,23.0,7.0,6.0,7.0,,20.0,7.0,8.0,8.0,,23.0,9.0,8.0,9.0,,26.0,10.0,9.0,9.0,,28.0,7.5,8.0,7.0,7.5,30.0,8.5,9.0,8.5,,26.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Wendy Williams,12,Percentage,10,Eliminated Week 3,5.0,4.0,5.0,,14.0,6.0,5.0,6.0,,17.0,5.0,5.0,5.0,,15.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Kendra Wilkinson,12,Percentage,6,Eliminated Week 7,6.0,6.0,6.0,,18.0,7.0,6.0,6.0,,19.0,8.0,7.0,8.0,,23.0,6.0,6.0,6.0,,18.0,8.0,7.0,7.0,,22.0,8.0,8.0,9.0,,25.0,7.5,7.5,7.5,8.0,30.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Elisabetta Canalis,13,Percentage,11,Eliminated Week 2,5.0,5.0,5.0,,15.0,7.0,7.0,7.0,,21.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
David Arquette,13,Percentage,6,Eliminated Week 7,6.0,6.0,6.0,,18.0,6.0,6.0,6.0,,18.0,8.0,8.0,8.0,,24.0,8.0,7.0,8.0,,23.0,8.0,9.0,8.0,,25.0,8.0,7.0,8.0,,23.0,8.0,7.5,8.0,,23.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Ricki Lake,13,Percentage,3,3rd Place,7.0,6.0,7.0,,20.0,8.0,7.0,8.0,,23.0,9.0,9.0,9.0,,27.0,10.0,9.0,10.0,,29.0,8.0,8.0,8.0,,24.0,10.0,9.0,10.0,,29.0,9.0,8.5,9.0,,26.5,8.5,8.5,9.0,,26.0,10.8333,11.3333,11.3333,,33.4999,9.3333,9.3333,9.3333,,27.999899999999997,,,,,0.0
J.R. Martinez,13,Percentage,1,1st Place,8.0,7.0,7.0,,22.0,7.0,7.0,8.0,,22.0,9.0,8.0,9.0,,26.0,8.0,9.0,9.0,,26.0,9.0,9.0,10.0,,28.0,10.0,9.0,10.0,,29.0,8.5,7.5,8.0,,24.0,10.0,10.0,10.0,,30.0,9.5,9.0,9.5,,28.0,9.3333,9.1666,9.6666,,28.1665,,,,,0.0
Metta World Peace (Ron),13,Percentage,12,Eliminated Week 1,5.0,4.0,5.0,,14.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Hope Solo,13,Percentage,4,Eliminated Week 9,7.0,7.0,7.0,,21.0,6.0,7.0,6.0,,19.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,7.0,6.0,7.0,,20.0,8.5,8.0,8.5,,25.0,8.5,9.0,8.5,,26.0,8.1666,8.1666,8.1666,,24.4998,0.0,0.0,0.0,,0.0,,,,,0.0
Chynna Phillips,13,Percentage,9,Eliminated Week 4,8.0,7.0,7.0,,22.0,7.0,7.0,7.0,,21.0,8.0,9.0,9.0,,26.0,7.0,7.0,7.0,,21.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Kristin Cavallari,13,Percentage,10,Eliminated Week 3,7.0,6.0,6.0,,19.0,8.0,7.0,7.0,,22.0,8.0,8.0,8.0,,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Carson Kressley,13,Percentage,8,Eliminated Week 5,6.0,5.0,6.0,,17.0,6.0,6.0,6.0,,18.0,8.0,7.0,8.0,,23.0,7.0,6.0,7.0,,20.0,6.0,6.0,7.0,,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Chaz Bono,13,Percentage,7,Eliminated Week 6,6.0,5.0,6.0,,17.0,6.0,5.0,6.0,,17.0,6.0,6.0,6.0,,18.0,7.0,7.0,7.0,,21.0,7.0,7.0,7.0,,21.0,7.0,6.0,6.0,,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Nancy Grace,13,Percentage,5,Eliminated Week 8,5.0,5.0,6.0,,16.0,6.0,8.0,7.0,,21.0,7.0,7.0,7.0,,21.0,7.0,7.0,7.0,,21.0,7.0,7.0,8.0,,22.0,9.0,7.0,8.0,,24.0,7.5,7.0,7.5,,22.0,7.5,7.0,7.5,,22.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Rob Kardashian,13,Percentage,2,2nd Place,6.0,5.0,5.0,,16.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,9.0,8.0,8.0,,25.0,8.0,7.0,7.0,,22.0,9.0,8.0,8.5,,25.5,8.5,8.5,8.5,,25.5,11.1666,10.6666,10.6666,,32.4998,9.4444,9.4444,9.4444,,28.333199999999998,,,,,0.0
William Levy,14,Percentage,3,3rd Place,8.0,8.0,8.0,,24.0,9.0,7.0,9.0,,25.0,9.0,9.0,10.0,,28.0,7.0,7.0,8.0,,22.0,10.0,9.0,10.0,,29.0,12.0,11.0,13.0,,36.0,9.0,8.5,9.0,,26.5,9.5,9.5,9.5,,28.5,9.5,9.5,10.0,,29.0,10.0,9.6666,10.0,,29.666600000000003,,,,,0.0
Jack Wagner,14,Percentage,11,Eliminated Week 3,8.0,7.0,8.0,,23.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Sherri Sheperd,14,Percentage,10,Eliminated Week 4,8.0,7.0,8.0,,23.0,8.0,7.0,8.0,,23.0,8.0,8.0,8.0,,24.0,7.0,7.0,7.0,,21.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Jaleel White,14,Percentage,7,Eliminated Week 7,9.0,8.0,9.0,,26.0,7.0,7.0,8.0,,22.0,9.0,8.0,8.0,,25.0,8.0,7.0,7.0,,22.0,8.0,8.0,8.0,,24.0,12.6666,11.6666,12.6666,,36.9998,9.0,8.0,8.5,,25.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Roshon Fegan,14,Percentage,6,Eliminated Week 8,8.0,7.0,8.0,,23.0,9.0,8.0,9.0,,26.0,8.0,8.0,9.0,,25.0,9.0,8.0,9.0,,26.0,9.0,8.0,9.0,,26.0,8.6666,9.6666,9.6666,,27.9998,9.5,8.0,8.5,,26.0,9.5,9.0,9.5,,28.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Melissa Gilbert,14,Percentage,5,Eliminated Week 8,7.0,6.0,7.0,,20.0,7.0,6.0,7.0,,20.0,8.0,8.0,8.0,,24.0,7.0,8.0,7.0,,22.0,7.0,7.0,7.0,,21.0,10.0,10.0,10.0,,30.0,8.0,7.5,8.0,,23.5,8.5,8.5,8.5,,25.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Martina Navratilova,14,Percentage,12,Eliminated Week 2,7.0,6.0,7.0,,20.0,6.0,5.0,6.0,,17.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Donald Driver,14,Percentage,1,1st Place,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,9.0,8.0,9.0,,26.0,9.0,9.0,9.0,,27.0,10.0,8.0,9.0,,27.0,11.3333,11.3333,11.3333,,33.9999,9.0,8.5,9.0,,26.5,9.5,9.0,9.0,,27.5,9.5,9.0,10.0,,28.5,10.0,9.6666,10.0,,29.666600000000003,,,,,0.0
Gavin DeGraw,14,Percentage,9,Eliminated Week 5,7.0,6.0,7.0,,20.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,8.0,8.0,7.0,,23.0,6.0,6.0,7.0,,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Gladys Knight,14,Percentage,8,Eliminated Week 6,8.0,7.0,8.0,,23.0,7.0,5.0,7.0,,19.0,8.0,8.0,8.0,,24.0,7.0,6.0,7.0,,20.0,7.0,7.0,8.0,,22.0,8.0,8.0,8.0,,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Katherine Jenkins,14,Percentage,2,2nd Place,9.0,8.0,9.0,,26.0,9.0,8.0,9.0,,26.0,10.0,9.0,10.0,,29.0,8.0,8.0,8.0,,24.0,10.0,9.0,10.0,,29.0,13.3333,12.3333,13.3333,,38.9999,9.5,8.5,9.0,,27.0,9.0,9.0,9.5,,27.5,9.5,9.0,9.5,,28.0,10.0,10.0,10.0,,30.0,,,,,0.0
Maria Menounos,14,Percentage,4,Eliminated Week 9,7.0,7.0,7.0,,21.0,8.0,8.0,9.0,,25.0,9.0,9.0,9.0,,27.0,9.0,8.0,9.0,,26.0,9.0,9.0,9.0,,27.0,9.3333,10.3333,10.3333,,29.999899999999997,10.0,9.0,9.5,,28.5,9.5,7.5,9.5,,26.5,10.0,9.5,10.0,,29.5,0.0,0.0,0.0,,0.0,,,,,0.0
Gilles Marini,15,Percentage,6,Eliminated Week 8,8.0,8.0,8.0,,24.0,8.5,8.5,8.5,,25.5,8.5,8.5,8.5,,25.5,10.0,9.5,10.0,10.0,39.5,9.5,9.25,9.5,,28.25,9.0,9.0,9.5,,27.5,11.1666,11.1666,11.1666,,33.4998,9.5,10.0,9.7777,,29.2777,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Sabrina Bryan,15,Percentage,8,Eliminated Week 6,7.5,7.5,7.5,,22.5,9.0,8.5,8.5,,26.0,8.5,8.5,8.5,,25.5,9.0,9.0,8.5,9.0,35.5,9.75,9.75,9.75,,29.25,10.0,10.0,10.0,,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Kirstie Alley,15,Percentage,7,Eliminated Week 8,6.5,6.0,6.5,,19.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,7.5,7.5,7.5,7.5,30.0,8.75,8.75,8.75,,26.25,9.5,8.5,9.5,,27.5,9.3333,9.3333,9.3333,,27.999899999999997,8.5,8.5,8.5,,25.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Kelly Monaco,15,Percentage,3,3rd Place,7.0,7.0,7.5,,21.5,7.5,7.0,7.5,,22.0,9.0,9.0,9.0,,27.0,9.0,9.5,9.5,9.5,37.5,8.5,8.5,8.75,,25.75,9.0,9.0,9.0,,27.0,12.0,12.0,12.0,,36.0,9.5,9.3333,9.5,,28.3333,8.7777,9.3333,9.0,,27.110999999999997,9.6666,9.6666,9.7777,,29.1109,,,,,0.0
Apolo Anton Ohno,15,Percentage,5,Eliminated Week 9,7.5,7.0,7.5,,22.0,8.5,8.0,8.0,,24.5,9.0,8.0,8.5,,25.5,8.5,9.0,8.5,8.5,34.5,9.0,9.75,9.5,,28.25,10.0,10.0,10.0,,30.0,11.0,11.0,11.0,,33.0,9.7777,9.5,10.0,,29.2777,9.3333,9.5,9.7777,,28.611,0.0,0.0,0.0,,0.0,,,,,0.0
Emmitt Smith,15,Percentage,4,Eliminated Week 9,8.0,8.5,8.0,,24.5,7.5,7.5,7.5,,22.5,8.5,8.0,8.5,,25.0,9.0,9.0,9.0,9.0,36.0,9.25,9.25,9.5,,28.0,8.5,8.5,9.5,,26.5,10.8333,11.8333,11.8333,,34.4999,9.5,9.7777,9.7777,,29.0554,9.0,9.0,9.0,,27.0,0.0,0.0,0.0,,0.0,,,,,0.0
Shawn Johnson,15,Percentage,2,2nd Place,8.0,6.5,7.5,,22.0,8.5,8.0,8.5,,25.0,9.0,8.0,9.5,,26.5,10.0,9.5,10.0,10.0,39.5,9.25,9.0,10.0,,28.25,9.5,8.5,10.0,,28.0,12.6666,12.6666,12.6666,,37.9998,10.0,8.3333,9.5,,27.8333,9.5,10.0,10.0,,29.5,9.6666,9.5,9.7777,,28.944300000000002,,,,,0.0
Pamela Anderson,15,Percentage,13,Eliminated Week 1,5.5,5.5,6.0,,17.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Helio Castroneves,15,Percentage,10,Eliminated Week 3,7.0,7.5,7.0,,21.5,8.0,7.5,7.5,,23.0,8.5,8.5,8.5,,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Joey Fatone,15,Percentage,12,Eliminated Week 2,6.5,7.0,7.0,,20.5,7.5,7.5,7.5,,22.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Drew Lachey,15,Percentage,11,Eliminated Week 3,7.0,7.0,7.5,,21.5,7.5,7.5,7.5,,22.5,8.0,8.0,8.0,,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Bristol Palin,15,Percentage,9,Eliminated Week 4,6.5,6.5,6.5,,19.5,6.0,6.0,6.0,,18.0,7.5,7.5,7.5,,22.5,8.0,8.0,8.0,8.0,32.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Melissa Rycroft,15,Percentage,1,1st Place,7.0,7.0,7.0,,21.0,8.0,8.0,7.5,,23.5,9.0,9.0,9.0,,27.0,9.0,9.0,9.5,9.5,37.0,9.25,9.5,9.5,,28.25,9.5,10.0,10.0,,29.5,13.3333,12.8333,12.8333,,38.9999,10.0,10.0,10.0,,30.0,9.5,9.7777,9.5,,28.7777,9.7777,9.7777,9.7777,,29.333099999999998,,,,,0.0
Ingo Rademacher,16,Percentage,5,Eliminated Week 9,7.0,6.0,7.0,,20.0,6.0,7.0,7.0,,20.0,7.0,7.0,7.0,,21.0,8.0,7.0,8.0,,23.0,7.0,7.0,7.0,,21.0,7.5,8.0,7.5,,23.0,8.0,9.0,8.0,,25.0,8.0,8.0,8.0,,24.0,8.5,8.5,8.5,,25.5,0.0,0.0,0.0,,0.0,,,,,0.0
Zendaya,16,Percentage,2,2nd Place,8.0,8.0,8.0,,24.0,9.0,8.0,9.0,,26.0,8.6666,8.6666,8.6666,,25.9998,9.0,8.0,9.0,,26.0,10.0,9.0,10.0,,29.0,8.5,8.5,8.5,,25.5,10.0,10.0,10.0,,30.0,9.5,10.0,9.5,,29.0,9.0,9.0,9.5,,27.5,10.0,10.0,10.0,,30.0,,,,,0.0
Dorothy Hamill,16,Percentage,12,Withdrew,7.0,7.0,7.0,,21.0,5.0,5.0,5.0,,15.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Victor Ortiz,16,Percentage,8,Eliminated Week 6,6.0,6.0,6.0,,18.0,6.0,6.0,6.0,,18.0,8.0,7.0,8.0,,23.0,6.0,6.0,6.0,,18.0,7.0,7.0,7.0,,21.0,6.5,7.0,6.5,,20.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Alexandra Raisman,16,Percentage,4,Eliminated Week 10,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,7.0,8.0,8.0,,23.0,9.0,9.0,9.0,,27.0,8.0,8.0,9.0,,25.0,8.5,9.0,8.5,,26.0,11.0,10.0,11.0,,32.0,9.0,9.5,9.5,,28.0,10.0,9.5,10.0,,29.5,9.5,9.5,10.0,,29.0,,,,,0.0
Jacoby Jones,16,Percentage,3,3rd Place,7.0,6.0,7.0,,20.0,8.0,7.0,8.0,,23.0,8.6666,8.6666,8.6666,,25.9998,8.0,8.0,8.0,,24.0,9.0,8.0,9.0,,26.0,7.5,7.5,7.5,,22.5,9.0,9.0,9.0,,27.0,8.5,9.0,8.5,,26.0,10.0,9.5,10.0,,29.5,9.3333,9.3333,9.3333,,27.999899999999997,,,,,0.0
D. L. Hughley,16,Percentage,9,Eliminated Week 5,4.0,4.0,4.0,,12.0,5.0,5.0,6.0,,16.0,6.0,5.0,5.0,,16.0,7.0,7.0,7.0,,21.0,6.0,6.0,6.0,,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Andy Dick,16,Percentage,7,Eliminated Week 7,6.0,5.0,6.0,,17.0,7.0,6.0,7.0,,20.0,6.0,6.0,6.0,,18.0,7.0,7.0,7.0,,21.0,6.0,6.0,6.0,,18.0,7.0,7.5,7.0,,21.5,5.0,6.0,6.0,,17.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Wynonna Judd,16,Percentage,11,Eliminated Week 3,6.0,6.0,6.0,,18.0,6.0,6.0,6.0,,18.0,5.0,5.0,5.0,,15.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Kellie Pickler,16,Percentage,1,1st Place,7.0,7.0,7.0,,21.0,9.0,8.0,9.0,,26.0,8.0,9.0,8.0,,25.0,9.0,8.0,9.0,,26.0,9.0,9.0,9.0,,27.0,8.5,9.5,9.0,,27.0,9.0,10.0,10.0,,29.0,9.5,8.0,10.0,,27.5,9.5,10.0,9.5,,29.0,10.0,10.0,10.0,,30.0,,,,,0.0
Lisa Vanderpump,16,Percentage,10,Eliminated Week 4,6.0,6.0,6.0,,18.0,6.0,6.0,6.0,,18.0,7.0,7.0,7.0,,21.0,6.0,6.0,6.0,,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Sean Lowe,16,Percentage,6,Eliminated Week 8,7.0,6.0,6.0,,19.0,7.0,6.0,7.0,,20.0,7.0,7.0,7.0,,21.0,6.0,7.0,7.0,,20.0,8.0,8.0,8.0,,24.0,7.5,8.0,7.5,,23.0,8.0,8.0,8.0,,24.0,7.0,7.0,7.0,,21.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0
Valerie Harper,17,Percentage,10,Eliminated Week 4,7.0,7.0,7.0,,21.0,6.0,6.0,7.0,,19.0,6.0,5.0,5.0,,16.0,6.0,6.0,6.0,,18.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Brant Daugherty,17,Percentage,7,Eliminated Week 8,7.0,8.0,7.0,,22.0,8.0,7.0,8.0,,23.0,9.0,9.0,9.0,,27.0,7.0,7.0,7.0,,21.0,9.0,9.0,9.0,,27.0,10.0,11.0,10.0,,31.0,9.5,9.5,9.5,,28.5,9.0,9.0,9.0,,27.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Elizabeth Berkley Lauren,17,Percentage,6,Eliminated Week 9,8.0,8.0,8.0,,24.0,8.0,9.0,8.0,,25.0,8.0,9.0,8.0,,25.0,9.0,9.0,9.0,,27.0,8.0,9.0,9.0,,26.0,10.6666,10.6666,10.6666,,31.9998,9.0,9.0,9.0,,27.0,8.0,9.0,8.0,,25.0,9.5,9.0,9.5,,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Leah Remini,17,Percentage,5,Eliminated Week 10,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,7.0,7.0,8.0,,22.0,9.3333,9.3333,9.3333,,27.999899999999997,9.0,8.5,9.0,,26.5,9.0,10.0,9.0,,28.0,9.0,9.0,9.0,,27.0,8.0,8.0,8.0,8.5,32.5,0.0,0.0,0.0,,0.0
Corbin Bleu,17,Percentage,2,2nd Place,8.0,8.0,8.0,,24.0,9.0,8.0,9.0,,26.0,9.0,8.0,9.0,,26.0,9.0,9.0,9.0,,27.0,9.0,9.0,10.0,,28.0,9.3333,8.3333,9.3333,,26.999899999999997,10.0,9.5,10.0,,29.5,10.0,10.0,10.0,,30.0,9.5,9.5,10.0,,29.0,9.5,9.0,9.5,9.5,37.5,9.8888,9.8888,9.8888,,29.6664
Amber Riley,17,Percentage,1,1st Place,9.0,9.0,9.0,,27.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,9.0,9.0,9.0,,27.0,9.0,7.0,10.0,,26.0,11.3333,9.3333,11.3333,,31.999899999999997,10.0,10.0,9.5,,29.5,9.0,9.0,10.0,,28.0,8.5,8.5,8.5,,25.5,10.0,10.0,9.5,10.0,39.5,10.4444,10.4444,10.4444,,31.333199999999998
