celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,season_rule,week1_total_score,week1_avg_score,week1_judge_count,week2_total_score,week2_avg_score,week2_judge_count,week3_total_score,week3_avg_score,week3_judge_count,week4_total_score,week4_avg_score,week4_judge_count,week5_total_score,week5_avg_score,week5_judge_count,week6_total_score,week6_avg_score,week6_judge_count,week7_total_score,week7_avg_score,week7_judge_count,week8_total_score,week8_avg_score,week8_judge_count,week9_total_score,week9_avg_score,week9_judge_count,week10_total_score,week10_avg_score,week10_judge_count,week11_total_score,week11_avg_score,week11_judge_count,cumulative_total_score,overall_avg_score,score_trend,is_winner,eliminated_week,final_rank,industry_encoded,country_encoded,season_rule_encoded,active_weeks
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,Eliminated Week 2,12,6.0,6.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Percentage,18.0,6.0,3,0.0,0.0,3,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,3,0.0,,0,18.0,0.6,0.0,False,2.0,,2,22,1,1
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,Eliminated Week 9,5,9.0,9.0,9.0,,9.0,7.0,9.0,,9.0,9.0,9.0,9.0,7.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,8.5,10.0,8.0,9.0,10.0,10.0,10.0,10.0,9.5,9.5,9.5,9.5,0.0,0.0,0.0,,,,,,Percentage,27.0,9.0,3,25.0,8.333333333333334,3,36.0,9.0,4,33.0,8.25,4,37.0,9.25,4,36.0,9.0,4,35.5,8.875,4,40.0,10.0,4,38.0,9.5,4,0.0,0.0,3,0.0,,0,307.5,8.120833333333334,0.12499999999999997,False,9.0,,2,22,1,9
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,9.5,9.5,9.0,9.5,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,9.6666,10.0,,,,,,Percentage,24.0,8.0,3,24.0,8.0,3,36.0,9.0,4,34.0,8.5,4,37.0,9.25,4,38.0,9.5,4,37.5,9.375,4,40.0,10.0,4,39.0,9.75,4,29.666600000000003,9.888866666666667,3,0.0,,0,339.1666,9.126386666666667,0.22499878787878794,False,,2.0,2,22,1,10
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,8.0,8.0,8.0,,8.0,9.0,8.0,,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,Percentage,24.0,8.0,3,25.0,8.333333333333334,3,39.0,9.75,4,39.0,9.75,4,36.0,9.0,4,40.0,10.0,4,39.0,9.75,4,36.0,9.0,4,40.0,10.0,4,30.0,10.0,3,0.0,,0,348.0,9.358333333333334,0.16313131313131313,True,,1.0,2,22,1,10
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Percentage,21.0,7.0,3,21.0,7.0,3,30.0,7.5,4,33.0,8.25,4,28.0,7.0,4,32.0,8.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,3,0.0,,0,165.0,4.475,0.16428571428571428,False,6.0,,4,22,1,6
Cody Simpson,Witney Carson,Singer/Rapper,Unknown,Australia,17,18,Eliminated Week 5,9,7.0,7.0,8.0,,7.0,7.0,8.0,,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Percentage,22.0,7.333333333333333,3,22.0,7.333333333333333,3,35.0,8.75,4,31.0,7.75,4,34.0,8.5,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,3,0.0,,0,144.0,3.9666666666666663,0.2750000000000001,False,5.0,,21,1,1,5
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,7.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Percentage,21.0,7.0,3,21.0,7.0,3,31.0,7.75,4,32.0,8.0,4,36.0,9.0,4,33.0,8.25,4,33.0,8.25,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,3,0.0,,0,207.0,5.525,0.26785714285714285,False,7.0,,25,22,1,7
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,Unknown,Italy,42,19,Eliminated Week 7,8,6.0,6.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Percentage,25.0,6.25,4,31.0,7.75,4,29.0,7.25,4,29.0,7.25,4,28.0,7.0,4,28.0,7.0,4,29.5,7.375,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,199.5,4.534090909090909,0.05803571428571428,False,7.0,,0,12,1,7
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,8.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Percentage,30.0,7.5,4,30.0,7.5,4,32.0,8.0,4,24.0,6.0,4,24.0,6.0,4,32.0,8.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,172.0,3.909090909090909,-0.11428571428571427,False,6.0,,0,22,1,6
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.5,8.5,9.0,9.0,8.0,8.0,8.0,8.0,8.5,9.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Percentage,32.0,8.0,4,35.0,8.75,4,31.0,7.75,4,39.0,9.75,4,34.0,8.5,4,32.0,8.0,4,35.0,8.75,4,32.0,8.0,4,35.0,8.75,4,0.0,0.0,4,0.0,0.0,4,305.0,6.931818181818182,0.016666666666666666,False,9.0,,0,22,1,9
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,9.0,9.0,8.5,8.0,8.5,8.5,10.75,10.75,10.75,10.75,9.5,9.5,10.0,9.5,9.5,9.5,10.0,10.0,9.6666,10.0,9.6666,9.6666,Percentage,29.0,7.25,4,34.0,8.5,4,40.0,10.0,4,36.0,9.0,4,33.0,8.25,4,33.0,8.25,4,33.5,8.375,4,43.0,10.75,4,38.5,9.625,4,39.0,9.75,4,38.99980000000001,9.749950000000002,4,397.9998,9.04545,0.18181590909090922,False,,3.0,0,22,1,11
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,10.0,9.0,10.0,8.5,8.5,8.5,8.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,10.0,9.5,9.0,9.5,9.5,10.0,10.0,10.0,10.0,Percentage,36.0,9.0,4,32.0,8.0,4,32.0,8.0,4,40.0,10.0,4,34.0,8.5,4,39.0,9.75,4,34.0,8.5,4,41.0,10.25,4,38.5,9.625,4,37.5,9.375,4,40.0,10.0,4,404.0,9.181818181818182,0.14431818181818182,True,,1.0,0,22,1,11
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,6.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Percentage,22.0,5.5,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,22.0,0.5,0.0,False,1.0,,2,22,1,1
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Percentage,31.0,7.75,4,28.0,7.0,4,26.0,6.5,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,85.0,1.9318181818181819,-0.625,False,3.0,,2,22,1,3
Tommy Chong,Peta Murgatroyd,Comedian,Unknown,Canada,76,19,Eliminated Week 10,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,7.5,6.75,7.75,7.75,6.75,7.0,7.5,7.0,7.0,8.0,7.5,8.0,7.5,0.0,0.0,0.0,0.0,Percentage,27.0,6.75,4,28.0,7.0,4,34.0,8.5,4,28.0,7.0,4,23.0,5.75,4,28.0,7.0,4,30.0,7.5,4,29.0,7.25,4,28.5,7.125,4,31.0,7.75,4,0.0,0.0,4,286.5,6.511363636363637,0.03863636363636364,False,10.0,,4,3,1,10
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Percentage,20.0,5.0,4,28.0,7.0,4,29.0,7.25,4,29.0,7.25,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,106.0,2.409090909090909,0.7,False,4.0,,8,22,1,4
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Percentage,25.0,6.25,4,24.0,6.0,4,28.0,7.0,4,25.0,6.25,4,20.0,5.0,4,30.0,7.5,4,28.0,7.0,4,25.0,6.25,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,205.0,4.659090909090909,0.0625,False,8.0,,19,22,1,8
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Percentage,29.0,7.25,4,28.0,7.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,57.0,1.2954545454545454,-0.25,False,2.0,,20,22,1,2
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5,9.5,9.75,9.75,9.75,10.75,9.0,9.5,9.5,9.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,Percentage,32.0,8.0,4,33.0,8.25,4,40.0,10.0,4,33.0,8.25,4,32.0,8.0,4,36.0,9.0,4,37.5,9.375,4,40.0,10.0,4,37.0,9.25,4,38.0,9.5,4,38.0,9.5,4,396.5,9.011363636363637,0.1375,False,11.0,,22,22,1,11
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,7.5,7.5,8.0,8.0,9.0,9.0,10.0,10.0,9.0,9.5,9.0,9.0,9.0,9.5,9.5,9.0,10.0,9.6666,10.0,9.6666,Percentage,34.0,8.5,4,31.0,7.75,4,32.0,8.0,4,37.0,9.25,4,36.0,9.0,4,35.0,8.75,4,31.0,7.75,4,38.0,9.5,4,36.5,9.125,4,37.0,9.25,4,39.333200000000005,9.833300000000001,4,386.83320000000003,8.791663636363637,0.13901363636363642,False,,2.0,25,22,1,11
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Percentage,25.0,6.25,4,28.0,7.0,4,25.0,6.25,4,28.0,7.0,4,28.0,7.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,,0,134.0,3.35,0.15000000000000002,False,5.0,,0,22,1,5
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Percentage,25.0,6.25,4,32.0,8.0,4,32.0,8.0,4,39.0,9.75,4,34.0,8.5,4,36.5,9.125,4,39.0,9.75,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,,0,237.5,5.9375,0.4732142857142857,False,7.0,,0,22,1,7
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,Percentage,31.0,7.75,4,32.0,8.0,4,34.0,8.5,4,34.0,8.5,4,38.0,9.5,4,38.0,9.5,4,37.0,9.25,4,39.0,9.75,4,40.0,10.0,4,40.0,10.0,4,0.0,,0,363.0,9.075,0.2590909090909091,False,,2.0,0,22,1,10
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,Percentage,32.0,8.0,4,32.0,8.0,4,33.0,8.25,4,35.0,8.75,4,39.0,9.75,4,35.5,8.875,4,37.0,9.25,4,40.0,10.0,4,39.0,9.75,4,40.0,10.0,4,0.0,,0,362.5,9.0625,0.24015151515151517,True,,1.0,0,22,1,10
Nastia Liukin,Derek Hough,Athlete,Unknown,Russia,25,20,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,Percentage,30.0,7.5,4,34.0,8.5,4,34.0,8.5,4,36.0,9.0,4,38.0,9.5,4,36.5,9.125,4,41.0,10.25,4,38.0,9.5,4,40.0,10.0,4,0.0,0.0,4,0.0,,0,327.5,8.1875,0.27708333333333335,False,9.0,,2,17,1,9
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Percentage,26.0,6.5,4,28.0,7.0,4,24.0,6.0,4,30.0,7.5,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,,0,108.0,2.7,0.2,False,4.0,,2,22,1,4
Robert Herjavec,Kym Johnson,Entrepreneur,Unknown,Croatia,52,20,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Percentage,28.0,7.0,4,28.0,7.0,4,29.0,7.25,4,34.0,8.5,4,24.0,6.0,4,33.5,8.375,4,31.0,7.75,4,31.0,7.75,4,0.0,0.0,4,0.0,0.0,4,0.0,,0,238.5,5.9625,0.11755952380952381,False,8.0,,7,5,1,8
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Percentage,22.0,5.5,4,26.0,6.5,4,22.0,5.5,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,,0,70.0,1.75,0.0,False,3.0,,13,22,1,3
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,Percentage,26.0,6.5,4,27.0,6.75,4,30.0,7.5,4,32.0,8.0,4,28.0,7.0,4,34.0,8.5,4,38.0,9.5,4,31.5,7.875,4,38.0,9.5,4,36.0,9.0,4,0.0,,0,320.5,8.0125,0.3007575757575758,False,,3.0,14,22,1,10
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6.0,5.0,5.0,6.0,8.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Percentage,22.0,5.5,4,31.0,7.75,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,,0,53.0,1.325,2.25,False,2.0,,21,22,1,2
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Percentage,25.0,6.25,4,28.0,7.0,4,22.0,5.5,4,30.0,7.5,4,27.0,6.75,4,34.0,8.5,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,0.0,,0,166.0,4.15,0.3571428571428571,False,6.0,,21,22,1,6
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.5,8.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Percentage,26.0,6.5,4,21.0,5.25,4,28.0,7.0,4,27.0,6.75,4,27.0,6.75,4,35.0,8.75,4,31.0,7.75,4,32.0,8.0,4,0.0,0.0,4,0.0,0.0,4,0.0,,0,227.0,5.675,0.33630952380952384,False,8.0,,25,22,1,8
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,5.0,5.0,5.0,,5.5,5.5,5.5,,6.0,7.0,6.0,6.0,5.0,6.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Percentage,15.0,5.0,3,16.5,5.5,3,25.0,6.25,4,16.0,5.333333333333333,3,0.0,0.0,4,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,72.5,2.0075757575757573,0.1749999999999999,False,4.0,,0,22,1,4
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7.0,7.0,8.0,,7.5,7.5,8.0,,9.0,9.0,9.0,9.0,7.0,7.0,7.0,,10.0,10.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,9.5,9.0,,9.6666,8.6666,8.6666,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Percentage,22.0,7.333333333333333,3,23.0,7.666666666666667,3,36.0,9.0,4,21.0,7.0,3,40.0,10.0,4,30.0,7.5,4,27.5,9.166666666666666,3,26.9998,8.999933333333333,3,30.0,10.0,3,0.0,0.0,3,0.0,0.0,3,256.4998,6.969690909090909,0.25832999999999995,False,9.0,,0,22,1,9
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8.0,8.0,7.0,,7.5,7.5,7.5,,7.0,8.0,8.0,8.0,9.0,8.0,8.0,,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,,9.6666,9.6666,9.6666,,9.0,9.0,9.0,,10.0,10.5,11.0,,10.0,10.0,10.0,,Percentage,23.0,7.666666666666667,3,22.5,7.5,3,31.0,7.75,4,25.0,8.333333333333334,3,39.0,9.75,4,38.0,9.5,4,28.0,9.333333333333334,3,28.9998,9.6666,3,27.0,9.0,3,31.5,10.5,3,30.0,10.0,3,323.9998,8.999993939393939,0.2696957575757576,False,11.0,,0,22,1,11
Victor Espinoza,Karina Smirnoff,Athlete,Unknown,Mexico,43,21,Eliminated Week 2,12,5.0,5.0,5.0,,6.5,5.5,6.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,Percentage,15.0,5.0,3,18.5,6.166666666666667,3,0.0,0.0,4,0.0,0.0,3,0.0,0.0,4,0.0,0.0,4,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,0.0,0.0,3,33.5,1.0151515151515154,1.166666666666667,False,2.0,,2,13,1,2
